,ids
0,1304813481812733952
1,1304811204779663367
2,1306149502374629376
3,1306148988769443840
4,1306147160354942976
5,1306146936068636672
6,1306146023912464385
7,1306145599507566593
8,1306145499938988032
9,1306144714064891911
10,1306141009429045249
11,1306140950939529216
12,1306140780935995397
13,1306140541336408064
14,1306138522303246336
15,1306137147594997761
16,1306133082681102336
17,1306132623148961798
18,1306131154421067776
19,1306130401673515008
20,1306128729236811778
21,1306126012833583105
22,1306118314100494343
23,1306117900944789505
24,1306114976701128704
25,1306114808853471237
26,1306112931512410113
27,1306104925735333890
28,1306102616234098688
29,1306101296886353921
30,1306100245500243969
31,1306099783803768832
32,1306099008440602630
33,1306097120605335552
34,1306093894514417664
35,1306092553935245312
36,1306088693179047936
37,1306083560521109504
38,1306072746020003840
39,1306066694633390088
40,1306063084218470403
41,1306062580910305282
42,1306059618414624771
43,1306058333720379392
44,1306057029283393537
45,1306056592799010819
46,1306048625638768642
47,1306029985543729154
48,1306029865615929345
49,1306029745633726468
50,1306025792611258371
51,1306024880194940928
52,1306024585805156354
53,1306024366270902272
54,1306021806223089665
55,1306021660441612289
56,1306018517842571267
57,1306016437694275585
58,1306009668255391744
59,1306008095227813888
60,1306004882286170112
61,1306004649464475648
62,1306002386452873221
63,1306000151165710338
64,1305999520384323585
65,1305999279148933120
66,1305998380729069570
67,1305996508156882944
68,1305996233832624134
69,1305994858021167112
70,1305994278867554304
71,1305993472084713472
72,1305991371594096641
73,1305990687423430658
74,1305990507378749441
75,1305989818774679554
76,1305989158012321796
77,1305988910191968257
78,1305987241374867457
79,1305986763589120000
80,1305986483397046274
81,1305986109520990208
82,1305985028480995328
83,1305983983872864259
84,1305983748056510464
85,1305982182448562181
86,1305982160948600832
87,1305982003842633733
88,1305980924325171204
89,1305980580199366657
90,1305980565368307718
91,1305979574346489856
92,1305978568254656514
93,1305977864421101573
94,1305977120208883712
95,1305976247231676416
96,1305975641939095553
97,1305974614221303808
98,1305974233231753217
99,1305974039975022592
100,1305973683463360513
101,1305973503783579648
102,1305973301232242690
103,1305973182147502081
104,1305973114317279234
105,1305973014102769664
106,1305972754311770112
107,1305972488187322368
108,1305972436165373952
109,1305971854776184837
110,1305971682667106306
111,1305971655102083073
112,1305970738856370178
113,1305969703282761729
114,1305968617419403266
115,1305968124240461824
116,1305967956510244864
117,1305967224381988865
118,1305967103028211715
119,1305966113663184904
120,1305966037331062784
121,1305965866522152964
122,1305965446630440962
123,1305965246713077760
124,1305964999903506433
125,1305964592598781952
126,1305964172627324930
127,1305963908621107206
128,1305963449353199616
129,1305963031839617025
130,1305962647431647232
131,1305961361449549825
132,1305961225935872003
133,1305960899044352003
134,1305959855019241472
135,1305959706763177989
136,1305959469617156102
137,1305959252775886848
138,1305959210476339202
139,1305958215297925123
140,1305958051141345282
141,1305957298221785093
142,1305957261190332417
143,1305956428801363969
144,1305956422149115904
145,1305955998767747073
146,1305955315255595010
147,1305954483768381441
148,1305954354088808448
149,1305954033434329091
150,1305953973652852738
151,1305953946465337347
152,1305953875434909699
153,1305953773962039297
154,1305953089925640198
155,1305951030996279301
156,1305951014869258241
157,1305950847801712640
158,1305950774833418246
159,1305950195977531396
160,1305950194538876936
161,1305949927965691909
162,1305949408006111235
163,1305948717107867649
164,1305948067888328704
165,1305947676425555971
166,1305947405800673282
167,1305947177710223361
168,1305946941965115393
169,1305946140060385281
170,1305946116723220481
171,1305946077565157377
172,1305946072905404416
173,1305945767694282754
174,1305945273806528512
175,1305944430810193921
176,1305942676156624903
177,1305942120675643405
178,1305941727220465664
179,1305941444998369282
180,1305941405894877186
181,1305940640195399680
182,1305940625263652865
183,1305939905584017409
184,1305939888160862208
185,1305938883012710405
186,1305937591867453440
187,1305936837765222405
188,1305935971800813570
189,1305935908231942144
190,1305935775197003781
191,1305935015830749184
192,1305933961248546818
193,1305933816117239814
194,1305932537999560706
195,1305932111325605889
196,1305931381067984899
197,1305931167347204098
198,1305929757138264064
199,1305928723556859907
200,1305928136606068751
201,1305927425231130624
202,1305927405320757248
203,1305927379102171141
204,1305926011750682627
205,1305925418608926723
206,1305924677714485248
207,1305924596336652296
208,1305923789927198727
209,1305923713901232129
210,1305923260102647808
211,1305922673869025286
212,1305922614708310016
213,1305922573499330560
214,1305921810513494016
215,1305921209352302593
216,1305920612435742721
217,1305920533343744000
218,1305920206439616513
219,1305919708558962689
220,1305919005614579712
221,1305918702483894276
222,1305918609903038465
223,1305918216879906816
224,1305916951403933696
225,1305916523639386113
226,1305915000113057792
227,1305914910384287747
228,1305914675318714368
229,1305913798881087488
230,1305913030635655170
231,1305912786803974144
232,1305911887327105028
233,1305911047317000194
234,1305910795352576001
235,1305910652087787525
236,1305910570458271753
237,1305910446264922113
238,1305908789032480772
