,ids
0,1311436505194340353
1,1311419583975362560
2,1311003188229812229
3,1310856156789825536
4,1310851602689949697
5,1310736019474522113
6,1310649406467825664
7,1310633996792074247
8,1310618516647706626
9,1310611647065710600
10,1310608225868419078
11,1310552648366653441
12,1310336583741079553
13,1309967654887845892
14,1309964255131766785
15,1309921893693222916
16,1309886258953453570
17,1309844880529723392
18,1309818325799702530
19,1309556480958500865
20,1309313476045701120
21,1309179136523591681
22,1309067447979462657
23,1309053282258751490
24,1309052965366517760
25,1309048617936867332
26,1309013414187073536
27,1309001571766861824
28,1308888300279730176
29,1308772625720774657
30,1308751853811793921
31,1308739030704685057
32,1311679409242374144
33,1311675942696296452
34,1311675148056043525
35,1311674457921122304
36,1311672313272770564
37,1311665802370715648
38,1311664574978949128
39,1311654700601794560
40,1311654321902292993
41,1311654075369500673
42,1311653835522351105
43,1311653697248784386
44,1311653203184934912
45,1311642872098230272
46,1311639003372883968
47,1311638394389266432
48,1311637747841593345
49,1311637597882548225
50,1311635828993593346
51,1311635693643456514
52,1311634683827019784
53,1311633002724757504
54,1311632470337613824
55,1311631247576371202
56,1311629100289847301
57,1311628606431428608
58,1311627939616784384
59,1311627058834018305
60,1311626502895816704
61,1311626096694235136
62,1311625583785324545
63,1311625160236072966
64,1311624228530249728
65,1311623951735574531
66,1311620226685992960
67,1311619208845893632
68,1311619065694355456
69,1311617415436959745
70,1311616928377712641
71,1311616391582228480
72,1311616322158161920
73,1311614705392381952
74,1311612016784805888
75,1311611651532091393
76,1311611309088178176
77,1311610334269059079
78,1311610123312398336
79,1311607927321636864
80,1311607373216260096
81,1311605339943579648
82,1311598968942596097
83,1311598648736833537
84,1311597652694441985
85,1311597505478643712
86,1311596948017774592
87,1311594654945742848
88,1311592887340199936
89,1311592287877640192
90,1311586598321094656
91,1311586332075008002
92,1311586126315094016
93,1311585713662701569
94,1311585574826975232
95,1311583198032396289
96,1311583032189612032
97,1311580553334976512
98,1311579556537683970
99,1311576565155860480
100,1311576133436084224
101,1311575761611108352
102,1311575696460984321
103,1311574436064243712
104,1311573297516118016
105,1311571625805066241
106,1311571249357873152
107,1311570822839111680
108,1311569694760079360
109,1311569365339439104
110,1311568223154900992
111,1311566523010605058
112,1311565982528425984
113,1311563868506935296
114,1311562805758382084
115,1311561776669036544
116,1311561746365263872
117,1311558891793154048
118,1311555590490128384
119,1311555504657895424
120,1311552980211163137
121,1311552734810832896
122,1311550008991383552
123,1311548239188033536
124,1311547800472227841
125,1311546218095443968
126,1311545731468197889
127,1311545418220744712
128,1311545236267687936
129,1311545047142346758
130,1311544391585214464
131,1311544047899738112
132,1311543739798749184
133,1311540534696124416
134,1311538165468016641
135,1311536340044046336
136,1311536113778077696
137,1311536029195743232
138,1311534997044629504
139,1311534408869048320
140,1311533425527074817
141,1311533010395770881
142,1311532040592986112
143,1311531060774285314
144,1311530911347900418
145,1311530860466896896
146,1311529778986573827
147,1311529394406658049
148,1311527814798151680
149,1311527063518674944
150,1311525291529994243
151,1311522109357731841
152,1311521743153123329
153,1311520921824440321
154,1311520805923237889
155,1311520784490340352
156,1311519726494003200
157,1311519232140750859
158,1311516845611122689
159,1311515857621786625
160,1311515121898983425
161,1311515118975492098
162,1311514924909289472
163,1311514043514007553
164,1311514027621834753
165,1311513933665177601
166,1311513254842204160
167,1311513211762507776
168,1311512246422568966
169,1311511060474728448
170,1311510190420877312
171,1311509408384512001
172,1311507946266939392
173,1311507069091098625
174,1311506811309174786
175,1311506099888062464
176,1311505266303807489
177,1311504285713268736
178,1311503845277732864
179,1311503562531377158
180,1311503213447786503
181,1311502623325982720
182,1311502060685275137
183,1311501942141652992
184,1311501863334838273
185,1311501256503029761
186,1311500551826427904
187,1311500286125580289
188,1311500272166985728
189,1311499833241415680
190,1311499773116116993
191,1311499199268167683
192,1311497882068025345
193,1311497059799793671
194,1311496911275384833
195,1311495567537823745
196,1311494408831983616
197,1311494116363177986
198,1311493895705038849
199,1311493696655896581
200,1311493126813552640
201,1311492962837319680
202,1311492258525523968
203,1311490600869531648
204,1311490328273268737
205,1311488745171030018
206,1311488701399289856
207,1311488431877435392
208,1311487679335366656
209,1311487367728050176
210,1311486715815751681
211,1311486701047615492
212,1311485845313118208
213,1311485556023533569
214,1311485153248763909
215,1311484207743500288
216,1311483248803971073
217,1311483165425491968
218,1311482862626131968
219,1311481109641867264
220,1311480319648956416
221,1311463777427226624
222,1311418269060956172
223,1311407745371983873
224,1311383410863112193
225,1311382817239191552
226,1311677288275116038
227,1311653664747073537
228,1311645461061742592
229,1311644661707157505
230,1311641046669983745
231,1311636228169781248
232,1311635730192629760
233,1311633290907054080
234,1311632262769844224
235,1311630929522315265
236,1311630301257445377
237,1311629769516163073
238,1311627347649531906
239,1311627169173573632
240,1311626096694235136
241,1311625994462208001
242,1311624340593668106
243,1311624211899834368
244,1311616532687007745
245,1311613520098848768
246,1311611015138807814
247,1311608059383492608
248,1311607620638257152
249,1311606455431200768
250,1311604665533059072
251,1311601883451199499
252,1311597056411283458
253,1311592203555418112
254,1311576442828972032
255,1311567318699384833
256,1311566313597415425
257,1311565982528425984
258,1311555831838715906
259,1311551188618412032
260,1311531912138313728
261,1311528513376313346
262,1311528367439609857
263,1311523939655593985
264,1311518099338858501
265,1311517523507019776
266,1311511112559587328
267,1311504903131590656
268,1311504662185627649
269,1311497449400393731
270,1311495508427517953
271,1311495125701459968
272,1311492858818551814
273,1311492836869771267
274,1311491063463501829
275,1311490520854736898
276,1311483467306283012
277,1311482381556121600
278,1311482059756625921
279,1311480493624483842
280,1311480054422089730
281,1311479048649027587
282,1311478742234157056
283,1311478639427543042
284,1311478157489442816
285,1311477480230989825
286,1311475958730366978
287,1311474078553964546
288,1311473333767229442
289,1311472483309096962
290,1311471673066115072
291,1311471630221291520
292,1311471301358424066
293,1311471065034567680
294,1311470685953421312
295,1311470449365221376
296,1311470315957030912
297,1311470019369414656
298,1311470014998994947
299,1311469371559227392
300,1311469307738705920
301,1311466751020937219
302,1311466701930803202
303,1311466201143554049
304,1311465560769789952
305,1311463008556720134
306,1311462788653514753
307,1311461611064918017
308,1311461341006364682
309,1311461063678976001
310,1311460967981764608
311,1311460314995732482
312,1311460086771060738
313,1311460053799628801
314,1311459891270373377
315,1311459878519689217
316,1311459330013753348
317,1311459298019553292
318,1311459129643470850
319,1311458854157381633
320,1311458615446982656
321,1311458463382470656
322,1311457547858128897
323,1311457200217489409
324,1311457095494049794
325,1311456802962317312
326,1311456472161832960
327,1311456138601340930
328,1311456051598897152
329,1311455971563261956
330,1311455082525995008
331,1311454569633927168
332,1311454181182640128
333,1311454033698316288
334,1311453887501611009
335,1311453666059091973
336,1311453127963533312
337,1311452844764037120
338,1311452778397663232
339,1311452745552072705
340,1311452500386631680
341,1311452127240359936
342,1311452015504109570
343,1311451871102500864
344,1311451770032467970
345,1311451524766236672
346,1311451321464221699
347,1311450841660956672
348,1311450355004301312
349,1311449598418976771
350,1311448851019173897
351,1311448530100379648
352,1311448167167258624
353,1311447398510669836
354,1311447025003753474
355,1311446792106651649
356,1311445651272749060
357,1311445464483532801
358,1311444599622295553
359,1311444190014910465
360,1311436316622675968
361,1311430833602015232
362,1311426932291112961
363,1311424540698836993
364,1311424426936729600
365,1311424112548610053
366,1311677197296504832
367,1311676846954741762
368,1311675113461383168
369,1311674903112953860
370,1311674039509880832
371,1311673116146442245
372,1311673058349010946
373,1311672520442081280
374,1311671076028583937
375,1311671043854143494
376,1311670164493041665
377,1311667131822424067
378,1311666880021581824
379,1311665505653022725
380,1311664639554383874
381,1311662707574140936
382,1311662128726646784
383,1311661684642045955
384,1311660990170238979
385,1311660917524815872
386,1311660767024824320
