,ids
0,1344190109902655488
1,1344065774000988162
2,1344065197959364608
3,1344043009667694593
4,1344011800199761924
5,1344005322080473091
6,1343712266852704256
7,1343661878065721344
8,1343652474150936580
9,1343650233889271813
10,1343522798334054401
11,1343508208011386881
12,1343467612802600960
13,1343433645718183936
14,1343284592019726338
15,1343180944849711107
16,1343118189677457411
17,1343114694924623872
18,1342972672796459008
19,1342747694897500161
20,1342735424972861444
21,1342721782726467587
22,1342721312482070530
23,1342719863509409795
24,1342689575920148482
25,1342671494497898498
26,1342564339866357761
27,1342560574996164610
28,1342559834382741506
29,1342559726241017856
30,1342559630057209865
31,1342558943025967104
32,1342555169389731840
33,1342553559817183232
34,1342538218072387584
35,1342537959694807041
36,1342535753679712256
37,1342449607960354817
38,1342417397727318016
39,1342374884119339009
40,1342369501950652416
41,1342312740912848896
42,1342240647542173698
43,1342236295645585408
44,1342228194359975936
45,1342227994069372930
46,1342055161867468800
47,1341953165420351489
48,1341875628765827072
49,1341874233899704320
50,1341779906586406912
51,1341777671546658816
52,1341755239179935750
53,1341733154500063232
54,1341469955179630610
55,1341448402861764610
56,1341340141454045184
57,1341240391270604800
58,1341214157610356736
59,1344213088933916673
60,1344211409111031808
61,1344210994147577857
62,1344209396688150529
63,1344207202932957186
64,1344206110232875008
65,1344205412330049536
66,1344204146153545730
67,1344204086472830976
68,1344203769488281600
69,1344200374643810304
70,1344197021050298368
71,1344196757266325504
72,1344193239088328704
73,1344188152278364160
74,1344188110872195074
75,1344187650090151936
76,1344186340259356677
77,1344185423929733122
78,1344184774559223808
79,1344184728199557122
80,1344181320390496257
81,1344180431558737925
82,1344176224428556288
83,1344171803447599105
84,1344170828624240641
85,1344166467701497857
86,1344162890518036481
87,1344162685588541440
88,1344156737478266883
89,1344152110888345602
90,1344151204906094593
91,1344148550972805121
92,1344146144763514883
93,1344140183827075072
94,1344137530279669760
95,1344124794384633857
96,1344119093868322816
97,1344118186111873029
98,1344115006326112257
99,1344112141620674560
100,1344102268405215237
101,1344100094770077696
102,1344099884836728832
103,1344099179405201409
104,1344097244866367488
105,1344096895422111744
106,1344096708624576512
107,1344095232305094658
108,1344093157567434754
109,1344093072473419778
110,1344092932278771713
111,1344092395391037440
112,1344090601537429505
113,1344089539434983424
114,1344088346541359105
115,1344087749075337216
116,1344086001535344641
117,1344085708412231681
118,1344084968830603264
119,1344084282680217605
120,1344084044326309890
121,1344082969976254471
122,1344079137208729612
123,1344077112119087105
124,1344076094576721922
125,1344074047898877953
126,1344071967901671430
127,1344071829791629314
128,1344071063702016004
129,1344070445449015296
130,1344070215315943427
131,1344069529228505088
132,1344068171159003139
133,1344068168629805062
134,1344067459641466883
135,1344066844274155522
136,1344065335037669377
137,1344064552728743936
138,1344064192408662021
139,1344064087395872769
140,1344060471217819649
141,1344059135151792129
142,1344058688772988934
143,1344058186396016641
144,1344057412391743488
145,1344055612720750594
146,1344035972904865792
147,1344033252689014785
148,1344033208858456064
149,1344030934799151106
150,1344029735769268224
151,1344027296961884163
152,1344027144687661058
153,1344026993604653056
154,1344026471413776385
155,1344025052153581570
156,1344024819571044353
157,1344021641219743745
158,1344007889103548420
159,1344007119461363715
160,1344006252960079881
161,1344005714889605120
162,1344004169196326918
163,1344212993043738624
164,1344211631983783939
165,1344210507365019650
166,1344206471647653888
167,1344205628747747328
168,1344204473066008576
169,1344201047259099137
170,1344195125669347328
171,1344191954033258497
172,1344186339332395010
173,1344184357293092864
174,1344183942228791296
175,1344182824954421248
176,1344182079416889345
177,1344181993253330944
178,1344177475992104960
