,ids
0,1306832718588784642
1,1306636879203381248
2,1306555235985428482
3,1306537953888526337
4,1306513798048755712
5,1306349807452160000
6,1306329282529177600
7,1306285108727631873
8,1306284768624087042
9,1306283280489230337
10,1306173562617724930
11,1305810460302888962
12,1305809428453765121
13,1305804082515529728
14,1305621770901352448
15,1305590311209631744
16,1305589255541063682
17,1305588213034221569
18,1305567280835821570
19,1305565039940829184
20,1305550377283203075
21,1305523252475949056
22,1305510604262830080
23,1305510120525377539
24,1305509372051763200
25,1305509159316717569
26,1305496861307015168
27,1305496171251720193
28,1305458318077562881
29,1305454954358943744
30,1305450014995623936
31,1305423558739361792
32,1305333390372212736
33,1305279480324386821
34,1305267311427846144
35,1305267048067588098
36,1305243533234798595
37,1305223984146001926
38,1305213663339573248
39,1305213520015953922
40,1305173664590114817
41,1305172748763901954
42,1305158301395623937
43,1305146247838343169
44,1305144321147101185
45,1305114711843897344
46,1305082304721833985
47,1305070253479784449
48,1304933185965486083
49,1304861124236587008
50,1304858330305880070
51,1304845583019061249
52,1304833585103482881
53,1304827272814305281
54,1304797643411988482
55,1304756678689251336
56,1304736012501950464
57,1304729468204875776
58,1304714616912719872
59,1304692425009528832
60,1304523854547746822
61,1304461934511747074
62,1304460513397612546
63,1304324592043950080
64,1304159548421402629
65,1304150149510213634
66,1304145116198776838
67,1304037978671640577
68,1304019425973108736
69,1304012935191302146
70,1303995128865067008
71,1303863738081083394
72,1303827588301942784
73,1303645791404335104
74,1306862083393359872
75,1306862007442984966
76,1306861992423182336
77,1306861840941674496
78,1306861740840423424
79,1306861468915245057
80,1306861352250757121
81,1306861320239804422
82,1306861287599681540
83,1306861219870015489
84,1306861051133206528
85,1306860928235900929
86,1306860847810125824
87,1306860769728962560
88,1306860656742854662
89,1306860536441827329
90,1306860412449816576
91,1306859733366775808
92,1306859675888082945
93,1306859450154856448
94,1306859334731796480
95,1306859280935645184
96,1306859215944904704
97,1306858929016770560
98,1306858693053632512
99,1306858576485416960
100,1306858337410207744
101,1306857956701540352
102,1306857824857862146
103,1306857776547758081
104,1306857659967115265
105,1306857396757835777
106,1306857388671197185
107,1306857133108064256
108,1306856596690087937
109,1306856391274115072
110,1306856240920883200
111,1306855783343312896
112,1306855754390024198
113,1306855714653122560
114,1306855607840968704
115,1306855085599789058
116,1306854967362441216
117,1306854675526938625
118,1306854657277546496
119,1306854591535951882
120,1306854372618448897
121,1306854006099251201
122,1306853432226123776
123,1306853263971672064
124,1306853241393688576
125,1306853235085529090
126,1306852331007467521
127,1306852291773968390
128,1306852286262579205
129,1306852279727915008
130,1306852219334033414
131,1306852181686063105
132,1306852064987930624
133,1306851886201536512
134,1306851735781216258
135,1306850978734452736
136,1306849870645518338
137,1306849741389656064
138,1306849694950326274
139,1306849586661777408
140,1306849386958409728
141,1306848899383123968
142,1306848897164283904
143,1306848796572344321
144,1306848700665401344
145,1306848215447351296
146,1306847699170398211
147,1306847677305491457
148,1306847019726778369
149,1306847008259543040
150,1306846927343030272
151,1306846830660026368
152,1306846644600803334
153,1306846623398604800
154,1306846333173673987
155,1306846319118606336
156,1306845253694095362
157,1306844956754153472
158,1306844900198146060
159,1306844834901241856
160,1306844777833525254
161,1306844571331170304
162,1306844549327847430
163,1306844516285120517
164,1306844059256922113
165,1306843937269841922
166,1306843648571650048
167,1306842840572583939
168,1306842637752729602
169,1306842035861753856
170,1306841806773129217
171,1306841745276186629
172,1306841225593577473
173,1306841061583736832
174,1306840523353853952
175,1306839394842705920
176,1306838840481656833
177,1306837724431872000
178,1306837532542414849
179,1306837226714693635
180,1306837015116292096
181,1306836875148132353
182,1306836818172805121
183,1306836741010186243
184,1306836274528083968
185,1306835969862230016
186,1306835899540475905
187,1306835533138735116
188,1306834518280744963
189,1306834398587875328
190,1306834272649719810
191,1306833337160478721
192,1306832777770393601
193,1306832358570631170
194,1306830762164060162
195,1306830378125217792
196,1306829754918633473
197,1306829727328620556
198,1306828518773325827
199,1306828470023004161
200,1306828249327120384
201,1306826657337094144
202,1306826646859776002
203,1306826161192755200
204,1306825965906079744
205,1306825183223783426
206,1306823870004047873
207,1306823577480695809
208,1306823543418687490
209,1306823217869475841
210,1306822875731628036
211,1306822497250283521
212,1306821959259488256
213,1306821707521560576
214,1306821506786357253
215,1306821321792335874
216,1306821200061042689
217,1306821130674745344
218,1306820729858658305
219,1306820493853458432
220,1306820475457359874
221,1306820283177857027
222,1306820156652429312
223,1306819925537886208
224,1306818596350427136
225,1306817400210370563
226,1306817037419843585
227,1306816799665725441
228,1306816642027057152
229,1306816555712483330
230,1306816447998554112
231,1306815341956419585
232,1306813730752204800
233,1306812677793218560
234,1306812486906195969
235,1306811682027601920
236,1306811591548186624
237,1306810867003072513
238,1306808374621884421
239,1306807395306405889
240,1306805433190035457
241,1306805294647959559
242,1306804911435403266
243,1306802371083808774
244,1306801361066045441
245,1306799144560930816
246,1306799013392535552
247,1306798847935602690
248,1306798746295033856
249,1306797938463694853
250,1306795337370218496
251,1306795112584933377
252,1306794966652461058
253,1306794263884238848
254,1306794069851504642
255,1306794032396460032
256,1306793881778954241
257,1306793009808322562
258,1306792388006944776
259,1306792154723909632
260,1306791795863552000
261,1306789553001377794
262,1306789428665483267
263,1306788828972228610
264,1306786851081146368
265,1306786650324905984
266,1306785630622490624
267,1306785562389610497
268,1306785452398194689
269,1306785025246060546
270,1306784099873574915
271,1306784012753678342
272,1306783308878151681
273,1306782837689978886
274,1306782735713918976
275,1306782486131871745
276,1306781324758441989
277,1306780822159142912
278,1306779006080102400
279,1306778886374555650
280,1306778738504458242
281,1306778628236115976
282,1306776843828310018
283,1306775196980973568
284,1306773974110658561
285,1306773778085576704
286,1306771423613071362
287,1306771129298804737
288,1306769922538827776
289,1306769743983116289
290,1306768532135448576
291,1306768491140308995
292,1306768152672509957
293,1306767995621048322
294,1306767750405197824
295,1306767688648273922
296,1306767588266053636
297,1306766992968429572
298,1306765939615109120
299,1306764409281409024
300,1306762940247429131
