,ids
0,1311889709057167362
1,1311876408097071104
2,1311868926872223745
3,1311854982929489921
4,1311852822179258373
5,1311851187369631744
6,1311777110571331584
7,1311761082659344389
8,1311749422401847306
9,1311742243385024514
10,1311740055703220229
11,1311713633970384899
12,1311708885535817730
13,1311699113495400452
14,1311695431324360704
15,1311693892031574017
16,1311693181164163072
17,1311687654153613313
18,1311686128890793987
19,1311684676222844931
20,1311684165579010055
21,1311676966450454528
22,1311659844491833345
23,1311659610793680898
24,1311659258425925632
25,1311647998594686979
26,1311647104771796992
27,1311644429925703688
28,1311644099364245504
29,1311643776310542338
30,1311570839243051008
31,1311560887858278403
32,1311539611819282432
33,1311441732320493568
34,1311440953568301062
35,1311424174292860928
36,1311417183336046592
37,1311415098754228224
38,1311413790597091332
39,1311402971998179328
40,1311402654015328263
41,1311401773148639234
42,1311396598879006720
43,1311395889337053189
44,1311395296879038467
45,1311395052460093440
46,1311394788890087424
47,1311390744440115208
48,1311388028146012160
49,1311387208914481152
50,1311382566545612800
51,1311379881440219136
52,1311378374712078337
53,1311378174861815814
54,1311350800405467138
55,1311346881486819333
56,1311340663997452289
57,1311340195363553291
58,1311336916206465024
59,1311336611175714816
60,1311335942658162688
61,1311320014218289153
62,1311317826876125185
63,1311316884650962945
64,1311307149855862786
65,1311294063795200000
66,1311291048086450179
67,1311290020683276291
68,1311222388344991745
69,1311149281387188226
70,1311130667967807488
71,1311129876708175878
72,1311129520745967616
73,1311113348365381632
74,1311108928089059330
75,1311099646769496065
76,1311098623959199746
77,1311098195670335489
78,1311077682160033792
79,1311077113504694277
80,1311076459671367680
81,1311076239181053953
82,1311075679644123137
83,1311075332687106048
84,1311074628895477760
85,1311074339027124224
86,1311066896666681350
87,1311065142189273088
88,1311053054913937408
89,1311052408320122884
90,1311046402525605889
91,1311043183502073863
92,1311042663915945986
93,1311031867362160640
94,1311031616739905538
95,1311031213633810434
96,1311029850145251331
97,1311029579704827905
98,1311029461496795139
99,1311028803188281350
100,1311028746510626816
101,1311028619679010822
102,1311028161321238531
103,1311027985953193984
104,1311027380836864003
105,1311026421230374912
106,1311026196596035587
107,1311026017084084225
108,1310967476159737857
109,1310966580772319234
110,1310964653208600576
111,1310962459881152517
112,1310956050749816834
113,1310949581321056262
114,1310946000987738116
115,1310939979800023049
116,1310938175938990083
117,1310938154036277249
118,1310937466468270082
119,1310937375888023553
120,1310935281005191170
121,1310935158623793153
122,1310934636227432449
123,1310931310832164864
124,1310925695850360832
125,1310916825945907201
126,1310900851423293440
127,1310892575340072961
128,1310878435783446533
129,1310870107053273088
130,1310861574865903616
131,1310859794081869829
132,1310851017622327297
133,1310829446350409730
134,1310813650710679553
135,1310764582445744128
136,1310730958455406594
137,1310730279099797505
138,1310710591116447744
139,1310709644353056769
140,1310705760012316672
141,1310702501252001792
142,1310696857094574082
143,1310692187391307782
144,1310692002347057154
145,1310691663807946756
146,1310689707416719360
147,1310686664830976000
148,1310683838549561345
149,1310681426765975553
150,1310666108727427074
151,1310664821138952194
152,1310663484741480448
153,1310651968516431876
154,1310650819537178624
155,1310649936413888518
156,1310649849893715969
157,1310647039588528136
158,1310645936218165249
159,1310645104827396096
160,1310642458548727812
161,1310641724071579658
162,1310635716276297728
163,1310635132265672706
164,1310631263783583744
165,1310629669499293699
166,1310629044099129344
167,1310628439557275648
168,1310619595615678465
169,1310593451948412928
170,1310574774297350145
171,1310563089268592640
172,1310559315141578753
173,1310557280916705280
174,1310556520795508737
175,1310556370857537538
176,1310555678034087937
177,1310553001438969857
178,1310552550089920512
179,1310550414748680192
180,1310535459014094849
181,1310535100774445056
182,1310527735564038145
