,ids
0,1308465601044774912
1,1308462934541168645
2,1308459484680007680
3,1308424969764954112
4,1308420913759739905
5,1308400204610179075
6,1308378471194918913
7,1308372838672412673
8,1308348920289021953
9,1308342421542105090
10,1308341166618935296
11,1308338652762824706
12,1308335846542712832
13,1308332408693981185
14,1308331995387301894
15,1308331960784297986
16,1308331051001970690
17,1308329997007048710
18,1308329518390747137
19,1308329475827007488
20,1308329206099648512
21,1308328108806885376
22,1308328076863041541
23,1308327706917036033
24,1308327094162784256
25,1308327025422340097
26,1308326972490215424
27,1308326921093120000
28,1308326879749976064
29,1308326879154372608
30,1308326138754805765
31,1308325619634253824
32,1308325470438674433
33,1308325372870754304
34,1308324370465595392
35,1308320796008501248
36,1308320576088440832
37,1308319889812226048
38,1308319586681528322
39,1308318475144892416
40,1308317615761362946
41,1308317562707554304
42,1308316832395399169
43,1308316689856069632
44,1308315791708712960
45,1308315725464039424
46,1308315301105278976
47,1308315247011389440
48,1308315137074491392
49,1308313996588732416
50,1308313593633550336
51,1308312216341565440
52,1308311860240887809
53,1308311611275313153
54,1308310355865669632
55,1308309679433490432
56,1308308806259142656
57,1308308722045923335
58,1308308701112135680
59,1308306922710458368
60,1308305960641888256
61,1308305949321355264
62,1308304811897491456
63,1308303923866824705
64,1308303760267960320
65,1308302634638405633
66,1308302349182488576
67,1308301540751372288
68,1308301343816183808
69,1308301189230936067
70,1308300831838486533
71,1308300513121714177
72,1308300131062542337
73,1308300091162202113
74,1308297718423457792
75,1308297573485092865
76,1308297476957327361
77,1308296690902786048
78,1308296688554008577
79,1308296540478341120
80,1308295181549010944
81,1308294912622780416
82,1308294869350191104
83,1308294722704650240
84,1308294496325480448
85,1308293920602730497
86,1308293913753448448
87,1308293764905971712
88,1308293447393054726
89,1308293310520328192
90,1308293001161048064
91,1308292925839663105
92,1308292710281785345
93,1308292398540156929
94,1308291727921307649
95,1308291482437251075
96,1308291304112095234
97,1308291295983493121
98,1308291277662965761
99,1308290454035685376
100,1308289752148320259
101,1308289472841183233
102,1308289304880394241
103,1308288543249244164
104,1308288497405628416
105,1308288074749673472
106,1308288061885743104
107,1308288035562323968
108,1308287780548571139
109,1308287317975556104
110,1308287195157995520
111,1308286872871997440
112,1308286441592553472
113,1308286146888134656
114,1308285945091817473
115,1308285556397281281
116,1308285512843632640
117,1308285098865745920
118,1308285030414692352
119,1308284828853219330
120,1308284601027108864
121,1308284312970694656
122,1308284013316956161
123,1308283918315995140
124,1308283727215165440
125,1308283383986888705
126,1308283245578993664
127,1308282498023976960
128,1308282078476169218
129,1308281792961507328
130,1308281700867125250
131,1308281683884482563
132,1308281658290794502
133,1308281649084342273
134,1308281560479625217
135,1308281098158239745
136,1308280801260314624
137,1308280314880430082
138,1308280067487719424
139,1308279677614776321
140,1308279309052841984
141,1308279234503290880
142,1308279212403503106
143,1308279203842994176
144,1308279121215184896
145,1308279104802881537
146,1308279051623292930
147,1308278865056468992
148,1308278763491385344
