,ids
0,1307650040899362816
1,1307647087723642882
2,1307646611179409408
3,1307646215023140865
4,1307646101982515200
5,1307644407336906753
6,1307644108035547138
7,1307643718946746373
8,1307643171950735361
9,1307640913364160513
10,1307639335957729280
11,1307638894368903168
12,1307637993424007169
13,1307630115178901511
14,1307628377596194817
15,1307621268854898688
16,1307615003831414784
17,1307604368510910464
18,1307591860022542337
19,1307589721955225601
20,1307568876218200064
21,1307555179202568193
22,1307523117049409536
23,1307515994210996224
24,1307483379198234625
25,1307480519932862464
26,1307472694791766022
27,1307469525248606208
28,1307458383251943430
29,1307448700814454790
30,1307446438247493643
31,1307443884641878020
32,1307430066721370113
33,1307429152837042177
34,1307427614483779585
35,1307424327093170177
36,1307421118773497858
37,1307418276293640196
38,1307417697454612482
39,1307414465751715840
40,1307412703082958848
41,1307412089179385859
42,1307412083357745152
43,1307412002055356422
44,1307410305178365952
45,1307410252841791488
46,1307410131634851840
47,1307409778579210241
48,1307409771486760961
49,1307409333366521866
50,1307409266731634689
51,1307409248054390791
52,1307409186406440961
53,1307409169885036552
54,1307409103111761929
55,1307409069972619266
56,1307409008748265477
57,1307406824623218688
58,1307395194497765377
59,1307393656144433153
60,1307392624370778112
61,1307392134039863303
62,1307379585164685314
63,1307371574891290624
64,1307363368676790272
65,1307363172404396034
66,1307350970708393984
67,1307345081125556225
68,1307341821216010240
69,1307341636066775040
70,1307341224295178240
71,1307340434423848963
72,1307337008721911813
73,1307336046292729858
74,1307336037333643266
75,1307335830223101952
76,1307334969656737792
77,1307334800265621506
78,1307333987208134656
79,1307333001076973570
80,1307332563632041985
81,1307331979302645760
82,1307331455467565056
83,1307331224428576769
84,1307331064243924996
85,1307328474852581377
86,1307327324778569730
87,1307326331168993280
88,1307325672906514433
89,1307318727629852672
90,1307308727725424641
91,1307306916050333697
92,1307305159005962246
93,1307303167680557056
94,1307302671129423873
95,1307301169535082496
96,1307297659221401600
97,1307296033626521601
98,1307295198343385088
99,1307293875913084930
100,1307292342089588738
101,1307291927872708609
102,1307290976248098826
103,1307287473450606593
104,1307285327799881728
105,1307282926397272067
106,1307282072244031489
107,1307281195911311363
108,1307280868730449920
109,1307280354533834752
110,1307279967873650690
111,1307278874586349571
112,1307272349109059585
113,1307272235317628928
114,1307272027548651521
115,1307267379798437888
116,1307261148778000385
117,1307258305400762370
118,1307252432062291970
119,1307250762007883776
120,1307250660723879936
121,1307248708740943872
122,1307248530675859458
123,1307244845266800640
124,1307243820573229056
