,ids
0,1306107435925598210
1,1306099418203070464
2,1306088202097356800
3,1306022533611900933
4,1305985913999233030
5,1305981249278873601
6,1305980096067633164
7,1305979804450250752
8,1305979736020131840
9,1305979265360560136
10,1305971196668805120
11,1305969245029904385
12,1305968529435488256
13,1305967406557417478
14,1305959187374116865
15,1305956255819857921
16,1305955164931719169
17,1305953660095074307
18,1305950551381770242
19,1305942091990736909
20,1305941271207456768
21,1305936673268813824
22,1305934226743791617
23,1305933537963577344
24,1305926551205277698
25,1305917637231284226
26,1305914547572703232
27,1305908980095619072
