,ids
0,1347093255738040320
1,1347081380208005121
2,1347080534208483328
3,1347003601756033027
4,1347001629711740929
5,1346985593612488706
6,1346983622134272002
7,1346977366346768385
8,1346959612424167425
9,1346940238296358913
10,1346910459346051074
11,1346902527669903367
12,1346902306915311618
13,1346875618290524167
14,1346864155354144769
15,1346850351769595911
16,1346846985282838530
17,1346835044887908352
18,1346832302442237952
19,1346828287838969857
20,1346827020773318659
21,1346795743659626497
22,1346787472823480320
23,1346787157533450240
24,1346770819356237829
25,1346749161027342336
26,1346738802686046210
27,1346593549563752453
28,1346590986122760193
29,1346589302273286145
30,1346569994973413376
31,1346569459968974848
32,1346550679536594957
33,1346549759859949575
34,1346546458246471686
35,1346543609433255936
36,1346535589504552960
37,1346520156831436801
38,1346515878804910081
39,1346511290395721729
40,1346498210936877062
41,1346497628251553801
42,1346497451461632000
43,1346448742027833346
44,1346432566862237696
45,1346423167041081344
46,1346422687321776130
47,1346404554255044608
48,1346403255446876160
49,1346390042923724806
50,1346388485029175298
51,1346371803166486529
52,1346363185192906753
53,1346353442021892096
54,1346324237993324546
55,1346274163275816960
56,1346255313473830912
57,1346249899365568513
58,1346243443270541313
59,1346237953568370688
60,1346237173083856896
61,1346228893716525063
62,1346227603703783424
63,1346225319154475008
64,1346209663457570822
65,1346209090603786241
66,1346200463528570881
67,1346197571698618370
68,1346193272818036737
69,1346191885212278787
70,1346189123296653318
71,1346167000284991491
72,1346158327114444801
73,1346156172949278722
74,1346155408579289096
75,1346154602115248128
76,1346153114282446850
77,1346152926532796417
78,1346152650820251651
79,1346148446747635719
80,1346133342060736513
81,1346128668251348999
82,1346128570171744259
83,1346086894426353666
84,1346086355705724928
85,1346082972139741184
86,1346075777729748993
87,1346031047713169408
88,1346024007188025347
89,1346011614307299328
90,1345996286516977664
91,1345982410199101440
92,1345949259758260225
93,1345908605820825601
94,1345898699348709377
95,1345875202576674818
96,1345858255604625408
97,1345857544229679109
98,1345856590226874368
99,1345856042551418881
100,1345854726169104384
101,1345854241882173442
102,1345847618560208896
103,1345835658837958656
104,1345828627682832391
105,1345826984358719491
106,1345821703931375620
107,1345820944405848071
108,1345816696880246793
109,1345812712413159424
110,1345809710918807553
111,1345800191937540102
112,1345769493818179585
113,1345769366705606658
114,1345757539414192135
115,1345737092350021633
116,1345731308849418240
117,1345726440428498944
118,1345726064711053314
119,1345695821229142017
120,1345656540590727169
121,1345641008965541888
122,1345629231947149312
123,1345591697514889216
124,1345591627973332992
125,1345580652150845440
126,1345571659844083713
127,1345547386354020357
128,1345545378779828225
129,1345543882864472064
130,1345536596054061058
131,1345530176852123650
132,1345529281888268294
133,1345525940915499009
134,1345525351418630144
135,1345525335593529344
136,1345510873792733186
137,1345490015942533121
138,1345487653261750278
139,1345483981953888261
140,1345472314905915393
141,1345468068479332352
142,1345467223297687553
143,1345466956472836096
144,1345466820912959492
145,1345465618707992576
146,1345464858154852355
147,1345458337417228288
148,1345455496766124035
149,1345454620315963392
150,1345452889863544833
151,1345446987446034433
152,1345444322523684864
153,1345438919312240642
154,1345427454618427393
155,1345421027908743175
156,1345416493060730880
157,1345401309952933898
158,1345390229121806337
159,1345381321175138311
160,1345374676986568705
161,1345369745562992640
162,1345364426556399622
163,1345363305486032896
164,1345355634833817601
165,1345341035438813186
166,1345336921678114816
167,1345329177189351424
168,1345269983752970241
169,1345168080595525635
170,1345167179717738496
171,1345149954797531136
172,1345147802201055239
173,1345139798655328258
174,1345139524821786628
175,1345126723436867591
176,1345121324981694464
177,1345094462813442048
178,1345094101331546113
179,1345092243875647490
180,1345091953260683265
181,1345074895793827845
182,1345064434629308417
183,1345046945593778182
184,1345043704717963265
185,1345038282439188481
186,1345037949348573186
187,1345037099427385346
188,1345032104900497409
189,1345023784852611073
190,1345018013179932674
191,1345011173490651139
192,1345000468251082754
