,ids
0,1320284216735813633
1,1320276823436120064
2,1320272044337057792
3,1320264056612245506
4,1320258819964964864
5,1320249554659409920
6,1320243711268343810
7,1320237211422437378
8,1320230845332979718
9,1320224303963607040
10,1320214082109251584
11,1320211952694591489
12,1320206879709122561
13,1320206777523253248
14,1320206258608234497
15,1320205803647885313
16,1320199360093868033
17,1320193222358990849
18,1320175196381249536
19,1320174442589396992
20,1320173333493809152
21,1320162238515302408
22,1320161881110253568
23,1320160740620238848
24,1320151386038960128
25,1320148236447993858
26,1320147573810827265
27,1320145090497708033
28,1320144581606936584
29,1320144248570892288
30,1320133375408152576
31,1320130611126861824
32,1320123712599953410
33,1320118682228490246
34,1320117205376401409
35,1320113785085067264
36,1320112094122049542
37,1320109271296737282
38,1320108199840747521
39,1320101444423458817
40,1320099237170941952
41,1320078595524612097
42,1320078269904003077
43,1320076420706689026
44,1320076258710114306
45,1320076063221993477
46,1320075838289838082
47,1320075519849803782
48,1320068587290320897
49,1320067643878027265
50,1320067106784858112
51,1320064431846555649
52,1320061247921000448
53,1320061188139528199
54,1320048002619314176
55,1320043206327869451
56,1320034749860237314
57,1320034615944413185
58,1320034382598574092
59,1320033274622783488
60,1320031138396647424
61,1320028192321789952
62,1320027356774453248
63,1320020382494097409
64,1320018777833152512
65,1320013766017372162
66,1320013481429618690
67,1320003996246069251
68,1320000576344723456
69,1319987617858002945
70,1319968937388482561
71,1319963140017324032
72,1319946331398590465
73,1319944296213204992
74,1319943619701243905
75,1319941550814748673
76,1319934220832223232
77,1319933682946330625
78,1319932786426478592
79,1319931416994603008
80,1319931386120241153
81,1319918855519637504
82,1319916553140359168
83,1319877976582987778
84,1319877838816923649
85,1319877317024468993
86,1319872405825851393
87,1319866869487120384
88,1319866242019299329
89,1319839799054880770
90,1319839017802829826
91,1319831075066138626
92,1319825196258365440
93,1319824198584422400
94,1319819066094268423
95,1319818049017491456
96,1319817563153534976
97,1319798134365630466
98,1319793714928156672
99,1319790038377500672
100,1319785821600419846
101,1319785645741670408
102,1319785027325075456
103,1319782586613366784
104,1319772027889352704
105,1319770659120099328
106,1319765718397837312
107,1319764564783882241
108,1319763559144972288
109,1319759476187168768
110,1319758365237665795
111,1319758255355252737
112,1319755987885215745
113,1319754912419487752
114,1319752806052597761
115,1319751408489537537
116,1319750618710495234
117,1319750313981759489
118,1319749710589079552
119,1319748815474380803
120,1319748418055688192
121,1319746748508667907
122,1319743836294418435
123,1319736446769659904
124,1319732172027297793
125,1319731424644169729
126,1319730369667747842
127,1319729731978276864
128,1319728280140976129
129,1319727685371895809
130,1319726250362085379
131,1319724800491880450
132,1319724654198751233
133,1319724629649461262
134,1319724354897350658
135,1319723619858120704
136,1319720508854861826
137,1319714906887827459
138,1319713658306547713
139,1319712940287791108
140,1319709664444096512
141,1319708868818145280
142,1319695851904765953
143,1319694431931478018
144,1319694223252357122
145,1319689736651497472
146,1319674279345213442
147,1319669889032912898
148,1319669860423639042
149,1319669645469679616
150,1319668506351239168
151,1319667818149912589
152,1319666832748519425
153,1319666278525734912
154,1319662009214959616
155,1319647237375512577
156,1319646343388909573
157,1319643925553029120
158,1319642518242381832
159,1319640278907703296
160,1319637679965900801
161,1319635078931226626
162,1319633907659231233
163,1319629660897103872
164,1319627774563319808
165,1319624661378961413
166,1319624380037664771
167,1319621703383846913
168,1319570916783869952
169,1319570445155422208
170,1319569714004303873
171,1319563902456373248
172,1319559621053472768
173,1319534243266109440
174,1319497388403363840
175,1319481236549738497
176,1319452021087473664
177,1319437142922231809
178,1319432309263695874
179,1319430006762778629
180,1319415577920917504
181,1319412498056040448
182,1319407663390822400
183,1319406576856387585
184,1319397711758741511
185,1319397536470368256
186,1319397087977623553
187,1319391429144334336
188,1319383033305325568
189,1319382010859835396
190,1319381432377217024
191,1319379561386250240
192,1319377316468953094
193,1319376344577413137
194,1319376034295328774
195,1319367781545017351
196,1319352311341371392
197,1319347800639967234
198,1319347681798520833
199,1319343184363851786
200,1319334351897841664
201,1319323880356564993
202,1319321898967334913
203,1319320458395869194
204,1319313245333786629
205,1319310613437403137
206,1319310542855655430
207,1319309534205255681
208,1319307112061820937
209,1319306747811606529
210,1319305718462402566
211,1319304790363557893
212,1319304744305889280
213,1319296722275725313
214,1319288531282350083
215,1319283758147596297
216,1319281185093136389
217,1319262516787236867
